abbreviation,agency,asn,prefix,ip_version,rir_registry,rir_status,rir_assigned_date,rir_short_name,rir_description,collected_at
Denver International Airport,Denver International Airport,AS40959,63.156.62.0/24,ipv4,arin,assigned,2008-06-04,HOSTMASTER,City and County of Denver -  Denver International Airport,2026-06-23T10:32:41Z
Denver International Airport,Denver International Airport,AS40959,65.120.176.0/24,ipv4,arin,assigned,2008-06-04,HOSTMASTER,City and County of Denver -  Denver International Airport,2026-06-23T10:32:41Z
Government of the District of Columbia,Government of the District of Columbia,AS14072,164.82.144.0/24,ipv4,arin,assigned,1999-10-14,WASH-DC-CITY-GOVT,Government of the District of Columbia,2026-06-23T10:32:41Z
Government of the District of Columbia,Government of the District of Columbia,AS14072,164.82.146.0/24,ipv4,arin,assigned,1999-10-14,WASH-DC-CITY-GOVT,Government of the District of Columbia,2026-06-23T10:32:41Z
Government of the District of Columbia,Government of the District of Columbia,AS14072,164.82.148.0/22,ipv4,arin,assigned,1999-10-14,WASH-DC-CITY-GOVT,Government of the District of Columbia,2026-06-23T10:32:41Z
Government of the District of Columbia,Government of the District of Columbia,AS14072,164.82.32.0/24,ipv4,arin,assigned,1999-10-14,WASH-DC-CITY-GOVT,Government of the District of Columbia,2026-06-23T10:32:41Z
Government of the District of Columbia,Government of the District of Columbia,AS14072,164.82.33.0/24,ipv4,arin,assigned,1999-10-14,WASH-DC-CITY-GOVT,Government of the District of Columbia,2026-06-23T10:32:41Z
Government of the District of Columbia,Government of the District of Columbia,AS14072,164.82.36.0/22,ipv4,arin,assigned,1999-10-14,WASH-DC-CITY-GOVT,Government of the District of Columbia,2026-06-23T10:32:41Z
Government of the District of Columbia,Government of the District of Columbia,AS14072,164.82.40.0/22,ipv4,arin,assigned,1999-10-14,WASH-DC-CITY-GOVT,Government of the District of Columbia,2026-06-23T10:32:41Z
Government of the District of Columbia,Government of the District of Columbia,AS14072,164.82.43.0/24,ipv4,arin,assigned,1999-10-14,WASH-DC-CITY-GOVT,Government of the District of Columbia,2026-06-23T10:32:41Z
Government of the District of Columbia,Government of the District of Columbia,AS14072,164.82.44.0/24,ipv4,arin,assigned,1999-10-14,WASH-DC-CITY-GOVT,Government of the District of Columbia,2026-06-23T10:32:41Z
Government of the District of Columbia,Government of the District of Columbia,AS14072,164.82.45.0/24,ipv4,arin,assigned,1999-10-14,WASH-DC-CITY-GOVT,Government of the District of Columbia,2026-06-23T10:32:41Z
Government of the District of Columbia,Government of the District of Columbia,AS14072,164.82.46.0/24,ipv4,arin,assigned,1999-10-14,WASH-DC-CITY-GOVT,Government of the District of Columbia,2026-06-23T10:32:41Z
Government of the District of Columbia,Government of the District of Columbia,AS14072,164.82.84.0/24,ipv4,arin,assigned,1999-10-14,WASH-DC-CITY-GOVT,Government of the District of Columbia,2026-06-23T10:32:41Z
Government of the District of Columbia,Government of the District of Columbia,AS14072,164.82.85.0/24,ipv4,arin,assigned,1999-10-14,WASH-DC-CITY-GOVT,Government of the District of Columbia,2026-06-23T10:32:41Z
Government of the District of Columbia,Government of the District of Columbia,AS14072,166.91.253.0/24,ipv4,arin,assigned,1999-10-14,WASH-DC-CITY-GOVT,Government of the District of Columbia,2026-06-23T10:32:41Z
Louisville Jefferson County Metro Government,Louisville Jefferson County Metro Government,AS46153,199.201.216.0/24,ipv4,arin,assigned,2008-06-24,LOUISVILLE-JEFFERSON-COUNTY-METRO-GOVERNMENT,Louisville Jefferson County Metro Government,2026-06-23T10:32:41Z
Louisville Jefferson County Metro Government,Louisville Jefferson County Metro Government,AS46153,68.216.90.0/23,ipv4,arin,assigned,2008-06-24,LOUISVILLE-JEFFERSON-COUNTY-METRO-GOVERNMENT,Louisville Jefferson County Metro Government,2026-06-23T10:32:41Z
New York City Board of Education,New York City Board of Education,AS21704,165.155.0.0/16,ipv4,arin,assigned,2024-06-06,ASN-21704,New York City Board of Education,2026-06-23T10:32:41Z
New York City Board of Education,New York City Board of Education,AS21704,165.155.104.0/21,ipv4,arin,assigned,2024-06-06,ASN-21704,New York City Board of Education,2026-06-23T10:32:41Z
New York City Board of Education,New York City Board of Education,AS21704,165.155.128.0/20,ipv4,arin,assigned,2024-06-06,ASN-21704,New York City Board of Education,2026-06-23T10:32:41Z
New York City Board of Education,New York City Board of Education,AS21704,165.155.128.0/21,ipv4,arin,assigned,2024-06-06,ASN-21704,New York City Board of Education,2026-06-23T10:32:41Z
New York City Board of Education,New York City Board of Education,AS21704,165.155.133.0/24,ipv4,arin,assigned,2024-06-06,ASN-21704,New York City Board of Education,2026-06-23T10:32:41Z
New York City Board of Education,New York City Board of Education,AS21704,165.155.134.0/24,ipv4,arin,assigned,2024-06-06,ASN-21704,New York City Board of Education,2026-06-23T10:32:41Z
New York City Board of Education,New York City Board of Education,AS21704,165.155.135.0/24,ipv4,arin,assigned,2024-06-06,ASN-21704,New York City Board of Education,2026-06-23T10:32:41Z
New York City Board of Education,New York City Board of Education,AS21704,165.155.136.0/21,ipv4,arin,assigned,2024-06-06,ASN-21704,New York City Board of Education,2026-06-23T10:32:41Z
New York City Board of Education,New York City Board of Education,AS21704,165.155.141.0/24,ipv4,arin,assigned,2024-06-06,ASN-21704,New York City Board of Education,2026-06-23T10:32:41Z
New York City Board of Education,New York City Board of Education,AS21704,165.155.142.0/24,ipv4,arin,assigned,2024-06-06,ASN-21704,New York City Board of Education,2026-06-23T10:32:41Z
New York City Board of Education,New York City Board of Education,AS21704,165.155.143.0/24,ipv4,arin,assigned,2024-06-06,ASN-21704,New York City Board of Education,2026-06-23T10:32:41Z
New York City Board of Education,New York City Board of Education,AS21704,165.155.150.0/23,ipv4,arin,assigned,2024-06-06,ASN-21704,New York City Board of Education,2026-06-23T10:32:41Z
New York City Board of Education,New York City Board of Education,AS21704,165.155.152.0/22,ipv4,arin,assigned,2024-06-06,ASN-21704,New York City Board of Education,2026-06-23T10:32:41Z
New York City Board of Education,New York City Board of Education,AS21704,165.155.152.0/23,ipv4,arin,assigned,2024-06-06,ASN-21704,New York City Board of Education,2026-06-23T10:32:41Z
New York City Board of Education,New York City Board of Education,AS21704,165.155.154.0/23,ipv4,arin,assigned,2024-06-06,ASN-21704,New York City Board of Education,2026-06-23T10:32:41Z
New York City Board of Education,New York City Board of Education,AS21704,165.155.16.0/22,ipv4,arin,assigned,2024-06-06,ASN-21704,New York City Board of Education,2026-06-23T10:32:41Z
New York City Board of Education,New York City Board of Education,AS21704,165.155.160.0/20,ipv4,arin,assigned,2024-06-06,ASN-21704,New York City Board of Education,2026-06-23T10:32:41Z
New York City Board of Education,New York City Board of Education,AS21704,165.155.160.0/21,ipv4,arin,assigned,2024-06-06,ASN-21704,New York City Board of Education,2026-06-23T10:32:41Z
New York City Board of Education,New York City Board of Education,AS21704,165.155.165.0/24,ipv4,arin,assigned,2024-06-06,ASN-21704,New York City Board of Education,2026-06-23T10:32:41Z
New York City Board of Education,New York City Board of Education,AS21704,165.155.166.0/24,ipv4,arin,assigned,2024-06-06,ASN-21704,New York City Board of Education,2026-06-23T10:32:41Z
New York City Board of Education,New York City Board of Education,AS21704,165.155.167.0/24,ipv4,arin,assigned,2024-06-06,ASN-21704,New York City Board of Education,2026-06-23T10:32:41Z
New York City Board of Education,New York City Board of Education,AS21704,165.155.168.0/21,ipv4,arin,assigned,2024-06-06,ASN-21704,New York City Board of Education,2026-06-23T10:32:41Z
New York City Board of Education,New York City Board of Education,AS21704,165.155.173.0/24,ipv4,arin,assigned,2024-06-06,ASN-21704,New York City Board of Education,2026-06-23T10:32:41Z
New York City Board of Education,New York City Board of Education,AS21704,165.155.174.0/24,ipv4,arin,assigned,2024-06-06,ASN-21704,New York City Board of Education,2026-06-23T10:32:41Z
New York City Board of Education,New York City Board of Education,AS21704,165.155.175.0/24,ipv4,arin,assigned,2024-06-06,ASN-21704,New York City Board of Education,2026-06-23T10:32:41Z
New York City Board of Education,New York City Board of Education,AS21704,165.155.176.0/20,ipv4,arin,assigned,2024-06-06,ASN-21704,New York City Board of Education,2026-06-23T10:32:41Z
New York City Board of Education,New York City Board of Education,AS21704,165.155.176.0/21,ipv4,arin,assigned,2024-06-06,ASN-21704,New York City Board of Education,2026-06-23T10:32:41Z
New York City Board of Education,New York City Board of Education,AS21704,165.155.182.0/23,ipv4,arin,assigned,2024-06-06,ASN-21704,New York City Board of Education,2026-06-23T10:32:41Z
New York City Board of Education,New York City Board of Education,AS21704,165.155.184.0/22,ipv4,arin,assigned,2024-06-06,ASN-21704,New York City Board of Education,2026-06-23T10:32:41Z
New York City Board of Education,New York City Board of Education,AS21704,165.155.184.0/23,ipv4,arin,assigned,2024-06-06,ASN-21704,New York City Board of Education,2026-06-23T10:32:41Z
New York City Board of Education,New York City Board of Education,AS21704,165.155.186.0/23,ipv4,arin,assigned,2024-06-06,ASN-21704,New York City Board of Education,2026-06-23T10:32:41Z
New York City Board of Education,New York City Board of Education,AS21704,165.155.192.0/21,ipv4,arin,assigned,2024-06-06,ASN-21704,New York City Board of Education,2026-06-23T10:32:41Z
New York City Board of Education,New York City Board of Education,AS21704,165.155.20.0/22,ipv4,arin,assigned,2024-06-06,ASN-21704,New York City Board of Education,2026-06-23T10:32:41Z
New York City Board of Education,New York City Board of Education,AS21704,165.155.208.0/23,ipv4,arin,assigned,2024-06-06,ASN-21704,New York City Board of Education,2026-06-23T10:32:41Z
New York City Board of Education,New York City Board of Education,AS21704,165.155.212.0/23,ipv4,arin,assigned,2024-06-06,ASN-21704,New York City Board of Education,2026-06-23T10:32:41Z
New York City Board of Education,New York City Board of Education,AS21704,165.155.216.0/21,ipv4,arin,assigned,2024-06-06,ASN-21704,New York City Board of Education,2026-06-23T10:32:41Z
New York City Board of Education,New York City Board of Education,AS21704,165.155.217.0/24,ipv4,arin,assigned,2024-06-06,ASN-21704,New York City Board of Education,2026-06-23T10:32:41Z
New York City Board of Education,New York City Board of Education,AS21704,165.155.220.0/22,ipv4,arin,assigned,2024-06-06,ASN-21704,New York City Board of Education,2026-06-23T10:32:41Z
New York City Board of Education,New York City Board of Education,AS21704,165.155.224.0/21,ipv4,arin,assigned,2024-06-06,ASN-21704,New York City Board of Education,2026-06-23T10:32:41Z
New York City Board of Education,New York City Board of Education,AS21704,165.155.225.0/24,ipv4,arin,assigned,2024-06-06,ASN-21704,New York City Board of Education,2026-06-23T10:32:41Z
New York City Board of Education,New York City Board of Education,AS21704,165.155.228.0/22,ipv4,arin,assigned,2024-06-06,ASN-21704,New York City Board of Education,2026-06-23T10:32:41Z
New York City Board of Education,New York City Board of Education,AS21704,165.155.232.0/22,ipv4,arin,assigned,2024-06-06,ASN-21704,New York City Board of Education,2026-06-23T10:32:41Z
New York City Board of Education,New York City Board of Education,AS21704,165.155.236.0/22,ipv4,arin,assigned,2024-06-06,ASN-21704,New York City Board of Education,2026-06-23T10:32:41Z
New York City Board of Education,New York City Board of Education,AS21704,165.155.32.0/20,ipv4,arin,assigned,2024-06-06,ASN-21704,New York City Board of Education,2026-06-23T10:32:41Z
New York City Board of Education,New York City Board of Education,AS21704,165.155.48.0/20,ipv4,arin,assigned,2024-06-06,ASN-21704,New York City Board of Education,2026-06-23T10:32:41Z
New York City Board of Education,New York City Board of Education,AS21704,165.155.64.0/18,ipv4,arin,assigned,2024-06-06,ASN-21704,New York City Board of Education,2026-06-23T10:32:41Z
New York City Board of Education,New York City Board of Education,AS21704,165.155.64.0/23,ipv4,arin,assigned,2024-06-06,ASN-21704,New York City Board of Education,2026-06-23T10:32:41Z
New York City Board of Education,New York City Board of Education,AS21704,165.155.96.0/21,ipv4,arin,assigned,2024-06-06,ASN-21704,New York City Board of Education,2026-06-23T10:32:41Z
New York City Board of Education,New York City Board of Education,AS21704,64.125.58.0/24,ipv4,arin,assigned,2024-06-06,ASN-21704,New York City Board of Education,2026-06-23T10:32:41Z
New York City Board of Education,New York City Board of Education,AS21704,64.125.59.0/24,ipv4,arin,assigned,2024-06-06,ASN-21704,New York City Board of Education,2026-06-23T10:32:41Z
New York City Board of Elections,New York City Board of Elections,AS22422,192.111.56.0/21,ipv4,arin,assigned,2012-10-09,BOARD-OF-ELECTIONS-IN-THE-CITY-OF-NEW-YORK,Board of Elections in the City of New York,2026-06-23T10:32:41Z
New York City Employees Retirement System,New York City Employees Retirement System,AS22045,,,arin,assigned,2025-10-27,NYCERS,New York City Employees' Retirement System,2026-06-23T10:32:41Z
New York City Health and Hospitals Corporation,New York City Health and Hospitals Corporation,AS11584,64.251.32.0/20,ipv4,arin,assigned,2008-03-11,NYCHHC,New York City Health & Hospitals Corporation,2026-06-23T10:32:41Z
New York City Health and Hospitals Corporation,New York City Health and Hospitals Corporation,AS11584,64.251.40.0/21,ipv4,arin,assigned,2008-03-11,NYCHHC,New York City Health & Hospitals Corporation,2026-06-23T10:32:41Z
New York City Health and Hospitals Corporation,New York City Health and Hospitals Corporation,AS11584,64.251.40.0/24,ipv4,arin,assigned,2008-03-11,NYCHHC,New York City Health & Hospitals Corporation,2026-06-23T10:32:41Z
New York City Health and Hospitals Corporation,New York City Health and Hospitals Corporation,AS11584,64.251.41.0/24,ipv4,arin,assigned,2008-03-11,NYCHHC,New York City Health & Hospitals Corporation,2026-06-23T10:32:41Z
New York City Health and Hospitals Corporation,New York City Health and Hospitals Corporation,AS11584,64.251.42.0/24,ipv4,arin,assigned,2008-03-11,NYCHHC,New York City Health & Hospitals Corporation,2026-06-23T10:32:41Z
New York City Health and Hospitals Corporation,New York City Health and Hospitals Corporation,AS11584,64.251.43.0/24,ipv4,arin,assigned,2008-03-11,NYCHHC,New York City Health & Hospitals Corporation,2026-06-23T10:32:41Z
New York City Health and Hospitals Corporation,New York City Health and Hospitals Corporation,AS11584,64.251.44.0/24,ipv4,arin,assigned,2008-03-11,NYCHHC,New York City Health & Hospitals Corporation,2026-06-23T10:32:41Z
New York City Health and Hospitals Corporation,New York City Health and Hospitals Corporation,AS11584,64.251.45.0/24,ipv4,arin,assigned,2008-03-11,NYCHHC,New York City Health & Hospitals Corporation,2026-06-23T10:32:41Z
New York City Health and Hospitals Corporation,New York City Health and Hospitals Corporation,AS11584,64.251.46.0/24,ipv4,arin,assigned,2008-03-11,NYCHHC,New York City Health & Hospitals Corporation,2026-06-23T10:32:41Z
New York City Health and Hospitals Corporation,New York City Health and Hospitals Corporation,AS11584,64.251.47.0/24,ipv4,arin,assigned,2008-03-11,NYCHHC,New York City Health & Hospitals Corporation,2026-06-23T10:32:41Z
New York City Health and Hospitals Corporation,New York City Health and Hospitals Corporation,AS11584,67.221.16.0/20,ipv4,arin,assigned,2008-03-11,NYCHHC,New York City Health & Hospitals Corporation,2026-06-23T10:32:41Z
New York City Health and Hospitals Corporation,New York City Health and Hospitals Corporation,AS11584,67.221.24.0/21,ipv4,arin,assigned,2008-03-11,NYCHHC,New York City Health & Hospitals Corporation,2026-06-23T10:32:41Z
New York City Health and Hospitals Corporation,New York City Health and Hospitals Corporation,AS11584,67.221.24.0/24,ipv4,arin,assigned,2008-03-11,NYCHHC,New York City Health & Hospitals Corporation,2026-06-23T10:32:41Z
New York City Health and Hospitals Corporation,New York City Health and Hospitals Corporation,AS11584,67.221.26.0/24,ipv4,arin,assigned,2008-03-11,NYCHHC,New York City Health & Hospitals Corporation,2026-06-23T10:32:41Z
New York City Health and Hospitals Corporation,New York City Health and Hospitals Corporation,AS11584,67.221.27.0/24,ipv4,arin,assigned,2008-03-11,NYCHHC,New York City Health & Hospitals Corporation,2026-06-23T10:32:41Z
New York City Police Department,New York City Police Department,AS33138,172.85.62.0/24,ipv4,arin,assigned,2008-04-08,AS-NYPD,New York City Police Department,2026-06-23T10:32:41Z
New York City Police Department,New York City Police Department,AS33138,172.85.63.0/24,ipv4,arin,assigned,2008-04-08,AS-NYPD,New York City Police Department,2026-06-23T10:32:41Z
New York City Police Department,New York City Police Department,AS33138,206.212.128.0/18,ipv4,arin,assigned,2008-04-08,AS-NYPD,New York City Police Department,2026-06-23T10:32:41Z
Salt Lake City Corporation,Salt Lake City Corporation,AS22473,192.100.6.0/24,ipv4,arin,assigned,2001-10-02,SALT-LAKE-CITY,Salt Lake City Corporation,2026-06-23T10:32:41Z
Salt Lake City Corporation,Salt Lake City Corporation,AS22473,192.100.7.0/24,ipv4,arin,assigned,2001-10-02,SALT-LAKE-CITY,Salt Lake City Corporation,2026-06-23T10:32:41Z
Salt Lake City Corporation,Salt Lake City Corporation,AS22473,192.100.8.0/24,ipv4,arin,assigned,2001-10-02,SALT-LAKE-CITY,Salt Lake City Corporation,2026-06-23T10:32:41Z
Salt Lake City Corporation,Salt Lake City Corporation,AS22473,198.176.194.0/24,ipv4,arin,assigned,2001-10-02,SALT-LAKE-CITY,Salt Lake City Corporation,2026-06-23T10:32:41Z
Salt Lake City Corporation,Salt Lake City Corporation,AS22473,198.176.195.0/24,ipv4,arin,assigned,2001-10-02,SALT-LAKE-CITY,Salt Lake City Corporation,2026-06-23T10:32:41Z
Salt Lake City Corporation,Salt Lake City Corporation,AS22473,198.176.196.0/24,ipv4,arin,assigned,2001-10-02,SALT-LAKE-CITY,Salt Lake City Corporation,2026-06-23T10:32:41Z
Salt Lake City Corporation,Salt Lake City Corporation,AS22473,198.185.173.0/24,ipv4,arin,assigned,2001-10-02,SALT-LAKE-CITY,Salt Lake City Corporation,2026-06-23T10:32:41Z
Salt Lake City Corporation,Salt Lake City Corporation,AS22473,198.185.174.0/24,ipv4,arin,assigned,2001-10-02,SALT-LAKE-CITY,Salt Lake City Corporation,2026-06-23T10:32:41Z
Salt Lake City Corporation,Salt Lake City Corporation,AS22473,198.185.175.0/24,ipv4,arin,assigned,2001-10-02,SALT-LAKE-CITY,Salt Lake City Corporation,2026-06-23T10:32:41Z
Salt Lake City Corporation,Salt Lake City Corporation,AS22473,198.185.176.0/24,ipv4,arin,assigned,2001-10-02,SALT-LAKE-CITY,Salt Lake City Corporation,2026-06-23T10:32:41Z
Salt Lake City Corporation,Salt Lake City Corporation,AS22473,198.99.143.0/24,ipv4,arin,assigned,2001-10-02,SALT-LAKE-CITY,Salt Lake City Corporation,2026-06-23T10:32:41Z
Salt Lake City Corporation,Salt Lake City Corporation,AS22473,198.99.144.0/24,ipv4,arin,assigned,2001-10-02,SALT-LAKE-CITY,Salt Lake City Corporation,2026-06-23T10:32:41Z
Salt Lake City Corporation,Salt Lake City Corporation,AS22473,198.99.145.0/24,ipv4,arin,assigned,2001-10-02,SALT-LAKE-CITY,Salt Lake City Corporation,2026-06-23T10:32:41Z
Salt Lake City Corporation,Salt Lake City Corporation,AS22473,204.124.12.0/24,ipv4,arin,assigned,2001-10-02,SALT-LAKE-CITY,Salt Lake City Corporation,2026-06-23T10:32:41Z
Salt Lake City Corporation,Salt Lake City Corporation,AS22473,204.124.13.0/24,ipv4,arin,assigned,2001-10-02,SALT-LAKE-CITY,Salt Lake City Corporation,2026-06-23T10:32:41Z
Salt Lake City Corporation,Salt Lake City Corporation,AS22473,204.124.14.0/24,ipv4,arin,assigned,2001-10-02,SALT-LAKE-CITY,Salt Lake City Corporation,2026-06-23T10:32:41Z
Salt Lake City Corporation,Salt Lake City Corporation,AS22473,204.99.152.0/24,ipv4,arin,assigned,2001-10-02,SALT-LAKE-CITY,Salt Lake City Corporation,2026-06-23T10:32:41Z
Salt Lake City Corporation,Salt Lake City Corporation,AS22473,63.237.77.0/24,ipv4,arin,assigned,2001-10-02,SALT-LAKE-CITY,Salt Lake City Corporation,2026-06-23T10:32:41Z
