abbreviation,agency,asn,prefix,ip_version,rir_registry,rir_status,rir_assigned_date,rir_short_name,rir_description,collected_at
City of Albuquerque,City of Albuquerque,AS26439,143.120.0.0/16,ipv4,arin,assigned,2002-09-19,CITY-OF-ABQ,City of Albuquerque,2026-06-23T10:32:41Z
City of Albuquerque,City of Albuquerque,AS26439,143.120.128.0/17,ipv4,arin,assigned,2002-09-19,CITY-OF-ABQ,City of Albuquerque,2026-06-23T10:32:41Z
City of Albuquerque,City of Albuquerque,AS26439,143.120.16.0/20,ipv4,arin,assigned,2002-09-19,CITY-OF-ABQ,City of Albuquerque,2026-06-23T10:32:41Z
City of Albuquerque,City of Albuquerque,AS26439,143.120.32.0/19,ipv4,arin,assigned,2002-09-19,CITY-OF-ABQ,City of Albuquerque,2026-06-23T10:32:41Z
City of Albuquerque,City of Albuquerque,AS26439,143.120.64.0/18,ipv4,arin,assigned,2002-09-19,CITY-OF-ABQ,City of Albuquerque,2026-06-23T10:32:41Z
City of Albuquerque,City of Albuquerque,AS26439,198.175.173.0/24,ipv4,arin,assigned,2002-09-19,CITY-OF-ABQ,City of Albuquerque,2026-06-23T10:32:41Z
City of Albuquerque,City of Albuquerque,AS26439,198.175.175.0/24,ipv4,arin,assigned,2002-09-19,CITY-OF-ABQ,City of Albuquerque,2026-06-23T10:32:41Z
City of Albuquerque,City of Albuquerque,AS26439,198.175.176.0/24,ipv4,arin,assigned,2002-09-19,CITY-OF-ABQ,City of Albuquerque,2026-06-23T10:32:41Z
City of Albuquerque,City of Albuquerque,AS26439,198.175.177.0/24,ipv4,arin,assigned,2002-09-19,CITY-OF-ABQ,City of Albuquerque,2026-06-23T10:32:41Z
City of Albuquerque,City of Albuquerque,AS26439,198.175.178.0/24,ipv4,arin,assigned,2002-09-19,CITY-OF-ABQ,City of Albuquerque,2026-06-23T10:32:41Z
City of Albuquerque,City of Albuquerque,AS26439,198.182.159.0/24,ipv4,arin,assigned,2002-09-19,CITY-OF-ABQ,City of Albuquerque,2026-06-23T10:32:41Z
City of Albuquerque,City of Albuquerque,AS26439,198.206.237.0/24,ipv4,arin,assigned,2002-09-19,CITY-OF-ABQ,City of Albuquerque,2026-06-23T10:32:41Z
City of Albuquerque,City of Albuquerque,AS26439,198.206.238.0/24,ipv4,arin,assigned,2002-09-19,CITY-OF-ABQ,City of Albuquerque,2026-06-23T10:32:41Z
City of Austin,City of Austin,AS393759,162.89.0.0/20,ipv4,arin,assigned,2015-01-02,CITY-OF-AUSTIN,"City of Austin, Texas",2026-06-23T10:32:41Z
City of Austin,City of Austin,AS393759,162.89.0.0/24,ipv4,arin,assigned,2015-01-02,CITY-OF-AUSTIN,"City of Austin, Texas",2026-06-23T10:32:41Z
City of Austin,City of Austin,AS393759,162.89.1.0/24,ipv4,arin,assigned,2015-01-02,CITY-OF-AUSTIN,"City of Austin, Texas",2026-06-23T10:32:41Z
City of Austin,City of Austin,AS393759,162.89.10.0/24,ipv4,arin,assigned,2015-01-02,CITY-OF-AUSTIN,"City of Austin, Texas",2026-06-23T10:32:41Z
City of Austin,City of Austin,AS393759,162.89.100.0/24,ipv4,arin,assigned,2015-01-02,CITY-OF-AUSTIN,"City of Austin, Texas",2026-06-23T10:32:41Z
City of Austin,City of Austin,AS393759,162.89.11.0/24,ipv4,arin,assigned,2015-01-02,CITY-OF-AUSTIN,"City of Austin, Texas",2026-06-23T10:32:41Z
City of Austin,City of Austin,AS393759,162.89.12.0/24,ipv4,arin,assigned,2015-01-02,CITY-OF-AUSTIN,"City of Austin, Texas",2026-06-23T10:32:41Z
City of Austin,City of Austin,AS393759,162.89.13.0/24,ipv4,arin,assigned,2015-01-02,CITY-OF-AUSTIN,"City of Austin, Texas",2026-06-23T10:32:41Z
City of Austin,City of Austin,AS393759,162.89.14.0/24,ipv4,arin,assigned,2015-01-02,CITY-OF-AUSTIN,"City of Austin, Texas",2026-06-23T10:32:41Z
City of Austin,City of Austin,AS393759,162.89.15.0/24,ipv4,arin,assigned,2015-01-02,CITY-OF-AUSTIN,"City of Austin, Texas",2026-06-23T10:32:41Z
City of Austin,City of Austin,AS393759,162.89.2.0/24,ipv4,arin,assigned,2015-01-02,CITY-OF-AUSTIN,"City of Austin, Texas",2026-06-23T10:32:41Z
City of Austin,City of Austin,AS393759,162.89.200.0/24,ipv4,arin,assigned,2015-01-02,CITY-OF-AUSTIN,"City of Austin, Texas",2026-06-23T10:32:41Z
City of Austin,City of Austin,AS393759,162.89.201.0/24,ipv4,arin,assigned,2015-01-02,CITY-OF-AUSTIN,"City of Austin, Texas",2026-06-23T10:32:41Z
City of Austin,City of Austin,AS393759,162.89.3.0/24,ipv4,arin,assigned,2015-01-02,CITY-OF-AUSTIN,"City of Austin, Texas",2026-06-23T10:32:41Z
City of Austin,City of Austin,AS393759,162.89.4.0/24,ipv4,arin,assigned,2015-01-02,CITY-OF-AUSTIN,"City of Austin, Texas",2026-06-23T10:32:41Z
City of Austin,City of Austin,AS393759,162.89.5.0/24,ipv4,arin,assigned,2015-01-02,CITY-OF-AUSTIN,"City of Austin, Texas",2026-06-23T10:32:41Z
City of Austin,City of Austin,AS393759,162.89.6.0/24,ipv4,arin,assigned,2015-01-02,CITY-OF-AUSTIN,"City of Austin, Texas",2026-06-23T10:32:41Z
City of Austin,City of Austin,AS393759,162.89.7.0/24,ipv4,arin,assigned,2015-01-02,CITY-OF-AUSTIN,"City of Austin, Texas",2026-06-23T10:32:41Z
City of Austin,City of Austin,AS393759,162.89.8.0/24,ipv4,arin,assigned,2015-01-02,CITY-OF-AUSTIN,"City of Austin, Texas",2026-06-23T10:32:41Z
City of Austin,City of Austin,AS393759,162.89.9.0/24,ipv4,arin,assigned,2015-01-02,CITY-OF-AUSTIN,"City of Austin, Texas",2026-06-23T10:32:41Z
City of Austin Public Safety,City of Austin Public Safety,AS396315,,,arin,assigned,2017-05-05,CITY-OF-AUSTIN-PS,"City of Austin, Texas",2026-06-23T10:32:41Z
City of Baltimore Mayor Office of Information Technology,City of Baltimore Mayor Office of Information Technology,AS26051,,,arin,assigned,2024-07-22,BDE,"City of Baltimore, Mayor's Office of Information Technology",2026-06-23T10:32:41Z
City of Baltimore Mayor Office of Information Technology,City of Baltimore Mayor Office of Information Technology,AS393555,192.30.144.0/24,ipv4,arin,assigned,2014-08-07,MOIT,"City of Baltimore, Mayor's Office of Information Technology",2026-06-23T10:32:41Z
City of Baltimore Mayor Office of Information Technology,City of Baltimore Mayor Office of Information Technology,AS393555,192.30.145.0/24,ipv4,arin,assigned,2014-08-07,MOIT,"City of Baltimore, Mayor's Office of Information Technology",2026-06-23T10:32:41Z
City of Boston,City of Boston,AS27370,140.241.0.0/16,ipv4,arin,assigned,2003-02-21,CITYOFBOSTON,City of Boston,2026-06-23T10:32:41Z
City of Boston,City of Boston,AS27370,140.241.14.0/24,ipv4,arin,assigned,2003-02-21,CITYOFBOSTON,City of Boston,2026-06-23T10:32:41Z
City of Boston,City of Boston,AS27370,140.241.244.0/24,ipv4,arin,assigned,2003-02-21,CITYOFBOSTON,City of Boston,2026-06-23T10:32:41Z
City of Boston,City of Boston,AS27370,140.241.25.0/24,ipv4,arin,assigned,2003-02-21,CITYOFBOSTON,City of Boston,2026-06-23T10:32:41Z
City of Boston,City of Boston,AS27370,140.241.250.0/24,ipv4,arin,assigned,2003-02-21,CITYOFBOSTON,City of Boston,2026-06-23T10:32:41Z
City of Boston,City of Boston,AS27370,140.241.3.0/24,ipv4,arin,assigned,2003-02-21,CITYOFBOSTON,City of Boston,2026-06-23T10:32:41Z
City of Boston,City of Boston,AS27370,140.241.86.0/24,ipv4,arin,assigned,2003-02-21,CITYOFBOSTON,City of Boston,2026-06-23T10:32:41Z
City of Boston,City of Boston,AS27370,192.80.65.0/24,ipv4,arin,assigned,2003-02-21,CITYOFBOSTON,City of Boston,2026-06-23T10:32:41Z
City of Boston,City of Boston,AS27370,204.167.88.0/24,ipv4,arin,assigned,2003-02-21,CITYOFBOSTON,City of Boston,2026-06-23T10:32:41Z
City of Boston,City of Boston,AS27370,216.163.208.0/20,ipv4,arin,assigned,2003-02-21,CITYOFBOSTON,City of Boston,2026-06-23T10:32:41Z
City of Boston,City of Boston,AS27370,216.163.208.0/21,ipv4,arin,assigned,2003-02-21,CITYOFBOSTON,City of Boston,2026-06-23T10:32:41Z
City of Boston,City of Boston,AS27370,216.163.216.0/21,ipv4,arin,assigned,2003-02-21,CITYOFBOSTON,City of Boston,2026-06-23T10:32:41Z
City of Boston,City of Boston,AS27370,216.163.216.0/22,ipv4,arin,assigned,2003-02-21,CITYOFBOSTON,City of Boston,2026-06-23T10:32:41Z
City of Boston,City of Boston,AS27370,216.163.220.0/22,ipv4,arin,assigned,2003-02-21,CITYOFBOSTON,City of Boston,2026-06-23T10:32:41Z
City of Charlotte,City of Charlotte,AS32629,205.141.0.0/18,ipv4,arin,assigned,2004-06-18,CITY-OF-CHARLOTTE-ASN,City of Charlotte,2026-06-23T10:32:41Z
City of Charlotte,City of Charlotte,AS32629,2620:10c:e000::/40,ipv6,arin,assigned,2004-06-18,CITY-OF-CHARLOTTE-ASN,City of Charlotte,2026-06-23T10:32:41Z
City of Chicago,City of Chicago,AS394534,167.165.0.0/16,ipv4,arin,assigned,2018-06-20,CITYOFCHICAGO-ASN-01,City of Chicago,2026-06-23T10:32:41Z
City of Chicago,City of Chicago,AS394534,167.165.0.0/17,ipv4,arin,assigned,2018-06-20,CITYOFCHICAGO-ASN-01,City of Chicago,2026-06-23T10:32:41Z
City of Chicago,City of Chicago,AS394534,167.165.128.0/17,ipv4,arin,assigned,2018-06-20,CITYOFCHICAGO-ASN-01,City of Chicago,2026-06-23T10:32:41Z
City of Chicago,City of Chicago,AS394534,167.165.222.0/23,ipv4,arin,assigned,2018-06-20,CITYOFCHICAGO-ASN-01,City of Chicago,2026-06-23T10:32:41Z
City of Chicago,City of Chicago,AS394534,167.165.230.0/24,ipv4,arin,assigned,2018-06-20,CITYOFCHICAGO-ASN-01,City of Chicago,2026-06-23T10:32:41Z
City of Chicago,City of Chicago,AS394534,167.165.231.0/24,ipv4,arin,assigned,2018-06-20,CITYOFCHICAGO-ASN-01,City of Chicago,2026-06-23T10:32:41Z
City of Chicago,City of Chicago,AS394534,167.165.232.0/23,ipv4,arin,assigned,2018-06-20,CITYOFCHICAGO-ASN-01,City of Chicago,2026-06-23T10:32:41Z
City of Chicago,City of Chicago,AS394534,167.165.234.0/24,ipv4,arin,assigned,2018-06-20,CITYOFCHICAGO-ASN-01,City of Chicago,2026-06-23T10:32:41Z
City of Chicago,City of Chicago,AS394534,167.165.238.0/24,ipv4,arin,assigned,2018-06-20,CITYOFCHICAGO-ASN-01,City of Chicago,2026-06-23T10:32:41Z
City of Chicago,City of Chicago,AS394534,167.165.239.0/24,ipv4,arin,assigned,2018-06-20,CITYOFCHICAGO-ASN-01,City of Chicago,2026-06-23T10:32:41Z
City of Chicago,City of Chicago,AS394534,216.125.144.0/22,ipv4,arin,assigned,2018-06-20,CITYOFCHICAGO-ASN-01,City of Chicago,2026-06-23T10:32:41Z
City of Columbus,City of Columbus,AS16426,206.211.160.0/19,ipv4,arin,assigned,2006-10-31,CITYOFCOLUMBUSOHIO,City of Columbus,2026-06-23T10:32:41Z
City of Columbus,City of Columbus,AS16426,206.211.160.0/20,ipv4,arin,assigned,2006-10-31,CITYOFCOLUMBUSOHIO,City of Columbus,2026-06-23T10:32:41Z
City of Columbus,City of Columbus,AS16426,206.211.176.0/20,ipv4,arin,assigned,2006-10-31,CITYOFCOLUMBUSOHIO,City of Columbus,2026-06-23T10:32:41Z
City of Dallas,City of Dallas,AS30397,,,arin,assigned,2024-01-18,CITY-OF-DALLAS-ASN,City of Dallas,2026-06-23T10:32:41Z
City of Detroit,City of Detroit,AS397871,148.59.61.0/24,ipv4,arin,assigned,2019-08-23,COD-PUBLIC-148,City Of Detroit,2026-06-23T10:32:41Z
City of Houston,City of Houston,AS32457,204.235.224.0/24,ipv4,arin,assigned,2025-02-27,AS32457,City of Houston,2026-06-23T10:32:41Z
City of Houston,City of Houston,AS32457,204.235.226.0/24,ipv4,arin,assigned,2025-02-27,AS32457,City of Houston,2026-06-23T10:32:41Z
City of Houston,City of Houston,AS32457,204.235.227.0/24,ipv4,arin,assigned,2025-02-27,AS32457,City of Houston,2026-06-23T10:32:41Z
City of Houston,City of Houston,AS32457,204.235.228.0/24,ipv4,arin,assigned,2025-02-27,AS32457,City of Houston,2026-06-23T10:32:41Z
City of Houston,City of Houston,AS32457,204.235.229.0/24,ipv4,arin,assigned,2025-02-27,AS32457,City of Houston,2026-06-23T10:32:41Z
City of Houston,City of Houston,AS32457,204.235.230.0/24,ipv4,arin,assigned,2025-02-27,AS32457,City of Houston,2026-06-23T10:32:41Z
City of Houston,City of Houston,AS32457,204.235.231.0/24,ipv4,arin,assigned,2025-02-27,AS32457,City of Houston,2026-06-23T10:32:41Z
City of Houston,City of Houston,AS32457,204.235.232.0/24,ipv4,arin,assigned,2025-02-27,AS32457,City of Houston,2026-06-23T10:32:41Z
City of Houston,City of Houston,AS32457,204.235.233.0/24,ipv4,arin,assigned,2025-02-27,AS32457,City of Houston,2026-06-23T10:32:41Z
City of Houston,City of Houston,AS32457,204.235.234.0/24,ipv4,arin,assigned,2025-02-27,AS32457,City of Houston,2026-06-23T10:32:41Z
City of Houston,City of Houston,AS32457,204.235.236.0/24,ipv4,arin,assigned,2025-02-27,AS32457,City of Houston,2026-06-23T10:32:41Z
City of Houston,City of Houston,AS32457,204.235.237.0/24,ipv4,arin,assigned,2025-02-27,AS32457,City of Houston,2026-06-23T10:32:41Z
City of Houston,City of Houston,AS32457,204.235.238.0/24,ipv4,arin,assigned,2025-02-27,AS32457,City of Houston,2026-06-23T10:32:41Z
City of Houston,City of Houston,AS32457,204.235.239.0/24,ipv4,arin,assigned,2025-02-27,AS32457,City of Houston,2026-06-23T10:32:41Z
City of Houston Public Works,City of Houston Public Works,AS19725,50.58.210.0/24,ipv4,arin,assigned,2011-09-12,COHPWE,City Of Houston - Public Works,2026-06-23T10:32:41Z
City of Indianapolis,City of Indianapolis,AS395789,168.214.0.0/16,ipv4,arin,assigned,2016-12-08,CITYOFINDY,City of Indianapolis,2026-06-23T10:32:41Z
City of Indianapolis,City of Indianapolis,AS395789,199.250.0.0/21,ipv4,arin,assigned,2016-12-08,CITYOFINDY,City of Indianapolis,2026-06-23T10:32:41Z
City of Jacksonville,City of Jacksonville,AS36548,161.243.0.0/16,ipv4,arin,assigned,2006-01-30,ASCOJ,"City of Jacksonville, Florida",2026-06-23T10:32:41Z
City of Jacksonville,City of Jacksonville,AS36548,161.243.15.0/24,ipv4,arin,assigned,2006-01-30,ASCOJ,"City of Jacksonville, Florida",2026-06-23T10:32:41Z
City of Jacksonville,City of Jacksonville,AS36548,161.243.16.0/24,ipv4,arin,assigned,2006-01-30,ASCOJ,"City of Jacksonville, Florida",2026-06-23T10:32:41Z
City of Jacksonville,City of Jacksonville,AS36548,161.243.160.0/24,ipv4,arin,assigned,2006-01-30,ASCOJ,"City of Jacksonville, Florida",2026-06-23T10:32:41Z
City of Jacksonville,City of Jacksonville,AS36548,161.243.17.0/24,ipv4,arin,assigned,2006-01-30,ASCOJ,"City of Jacksonville, Florida",2026-06-23T10:32:41Z
City of Jacksonville,City of Jacksonville,AS36548,161.243.188.0/24,ipv4,arin,assigned,2006-01-30,ASCOJ,"City of Jacksonville, Florida",2026-06-23T10:32:41Z
City of Jacksonville,City of Jacksonville,AS36548,161.243.189.0/24,ipv4,arin,assigned,2006-01-30,ASCOJ,"City of Jacksonville, Florida",2026-06-23T10:32:41Z
City of Jacksonville,City of Jacksonville,AS36548,161.243.190.0/24,ipv4,arin,assigned,2006-01-30,ASCOJ,"City of Jacksonville, Florida",2026-06-23T10:32:41Z
City of Jacksonville,City of Jacksonville,AS36548,161.243.200.0/24,ipv4,arin,assigned,2006-01-30,ASCOJ,"City of Jacksonville, Florida",2026-06-23T10:32:41Z
City of Jacksonville,City of Jacksonville,AS36548,161.243.231.0/24,ipv4,arin,assigned,2006-01-30,ASCOJ,"City of Jacksonville, Florida",2026-06-23T10:32:41Z
City of Jacksonville,City of Jacksonville,AS36548,161.243.232.0/24,ipv4,arin,assigned,2006-01-30,ASCOJ,"City of Jacksonville, Florida",2026-06-23T10:32:41Z
City of Jacksonville,City of Jacksonville,AS36548,161.243.233.0/24,ipv4,arin,assigned,2006-01-30,ASCOJ,"City of Jacksonville, Florida",2026-06-23T10:32:41Z
City of Jacksonville,City of Jacksonville,AS36548,161.243.234.0/24,ipv4,arin,assigned,2006-01-30,ASCOJ,"City of Jacksonville, Florida",2026-06-23T10:32:41Z
City of Jacksonville,City of Jacksonville,AS36548,161.243.237.0/24,ipv4,arin,assigned,2006-01-30,ASCOJ,"City of Jacksonville, Florida",2026-06-23T10:32:41Z
City of Jacksonville,City of Jacksonville,AS36548,161.243.24.0/24,ipv4,arin,assigned,2006-01-30,ASCOJ,"City of Jacksonville, Florida",2026-06-23T10:32:41Z
City of Jacksonville,City of Jacksonville,AS36548,161.243.253.0/24,ipv4,arin,assigned,2006-01-30,ASCOJ,"City of Jacksonville, Florida",2026-06-23T10:32:41Z
City of Jacksonville,City of Jacksonville,AS36548,161.243.255.0/24,ipv4,arin,assigned,2006-01-30,ASCOJ,"City of Jacksonville, Florida",2026-06-23T10:32:41Z
City of Jacksonville,City of Jacksonville,AS36548,161.243.30.0/24,ipv4,arin,assigned,2006-01-30,ASCOJ,"City of Jacksonville, Florida",2026-06-23T10:32:41Z
City of Jacksonville,City of Jacksonville,AS36548,161.243.45.0/24,ipv4,arin,assigned,2006-01-30,ASCOJ,"City of Jacksonville, Florida",2026-06-23T10:32:41Z
City of Jacksonville,City of Jacksonville,AS36548,161.243.81.0/24,ipv4,arin,assigned,2006-01-30,ASCOJ,"City of Jacksonville, Florida",2026-06-23T10:32:41Z
City of Jacksonville,City of Jacksonville,AS36548,161.243.92.0/24,ipv4,arin,assigned,2006-01-30,ASCOJ,"City of Jacksonville, Florida",2026-06-23T10:32:41Z
City of Jacksonville,City of Jacksonville,AS36548,205.173.32.0/24,ipv4,arin,assigned,2006-01-30,ASCOJ,"City of Jacksonville, Florida",2026-06-23T10:32:41Z
City of Jacksonville,City of Jacksonville,AS36548,205.173.33.0/24,ipv4,arin,assigned,2006-01-30,ASCOJ,"City of Jacksonville, Florida",2026-06-23T10:32:41Z
City of Jacksonville,City of Jacksonville,AS36548,205.173.34.0/24,ipv4,arin,assigned,2006-01-30,ASCOJ,"City of Jacksonville, Florida",2026-06-23T10:32:41Z
City of Jacksonville,City of Jacksonville,AS36548,205.173.35.0/24,ipv4,arin,assigned,2006-01-30,ASCOJ,"City of Jacksonville, Florida",2026-06-23T10:32:41Z
City of Jacksonville,City of Jacksonville,AS36548,205.173.36.0/24,ipv4,arin,assigned,2006-01-30,ASCOJ,"City of Jacksonville, Florida",2026-06-23T10:32:41Z
City of Jacksonville,City of Jacksonville,AS36548,205.173.36.128/26,ipv4,arin,assigned,2006-01-30,ASCOJ,"City of Jacksonville, Florida",2026-06-23T10:32:41Z
City of Jacksonville,City of Jacksonville,AS36548,205.173.37.0/24,ipv4,arin,assigned,2006-01-30,ASCOJ,"City of Jacksonville, Florida",2026-06-23T10:32:41Z
City of Jacksonville,City of Jacksonville,AS36548,205.173.38.0/24,ipv4,arin,assigned,2006-01-30,ASCOJ,"City of Jacksonville, Florida",2026-06-23T10:32:41Z
City of Jacksonville,City of Jacksonville,AS36548,205.173.39.0/24,ipv4,arin,assigned,2006-01-30,ASCOJ,"City of Jacksonville, Florida",2026-06-23T10:32:41Z
City of Kansas City,City of Kansas City,AS14736,205.167.180.0/24,ipv4,arin,assigned,2024-03-21,CITY-AS14736,City of Kansas City Missouri,2026-06-23T10:32:41Z
City of Kansas City,City of Kansas City,AS14736,205.167.181.0/24,ipv4,arin,assigned,2024-03-21,CITY-AS14736,City of Kansas City Missouri,2026-06-23T10:32:41Z
City of Kansas City,City of Kansas City,AS36045,,,arin,assigned,2024-03-21,ITY-AS-36045,City of Kansas City Missouri,2026-06-23T10:32:41Z
City of Las Vegas,City of Las Vegas,AS22014,192.112.64.0/24,ipv4,arin,assigned,2023-11-28,INNOVATION-NETWORK,City of Las Vegas,2026-06-23T10:32:41Z
City of Las Vegas,City of Las Vegas,AS22014,2602:f9c9::/40,ipv6,arin,assigned,2023-11-28,INNOVATION-NETWORK,City of Las Vegas,2026-06-23T10:32:41Z
City of Las Vegas,City of Las Vegas,AS26263,205.153.112.0/22,ipv4,arin,assigned,2009-06-24,CLV-MULTIHOME,City of Las Vegas,2026-06-23T10:32:41Z
City of Los Angeles,City of Los Angeles,AS4179,161.149.101.0/24,ipv4,arin,assigned,1994-12-16,CITY-OF-LA,City of Los Angeles,2026-06-23T10:32:41Z
City of Los Angeles,City of Los Angeles,AS4179,161.149.102.0/24,ipv4,arin,assigned,1994-12-16,CITY-OF-LA,City of Los Angeles,2026-06-23T10:32:41Z
City of Los Angeles,City of Los Angeles,AS4179,161.149.108.0/24,ipv4,arin,assigned,1994-12-16,CITY-OF-LA,City of Los Angeles,2026-06-23T10:32:41Z
City of Los Angeles,City of Los Angeles,AS4179,161.149.11.0/24,ipv4,arin,assigned,1994-12-16,CITY-OF-LA,City of Los Angeles,2026-06-23T10:32:41Z
City of Los Angeles,City of Los Angeles,AS4179,161.149.14.0/24,ipv4,arin,assigned,1994-12-16,CITY-OF-LA,City of Los Angeles,2026-06-23T10:32:41Z
City of Los Angeles,City of Los Angeles,AS4179,161.149.176.0/24,ipv4,arin,assigned,1994-12-16,CITY-OF-LA,City of Los Angeles,2026-06-23T10:32:41Z
City of Los Angeles,City of Los Angeles,AS4179,161.149.202.0/24,ipv4,arin,assigned,1994-12-16,CITY-OF-LA,City of Los Angeles,2026-06-23T10:32:41Z
City of Los Angeles,City of Los Angeles,AS4179,161.149.221.0/24,ipv4,arin,assigned,1994-12-16,CITY-OF-LA,City of Los Angeles,2026-06-23T10:32:41Z
City of Los Angeles,City of Los Angeles,AS4179,161.149.223.0/24,ipv4,arin,assigned,1994-12-16,CITY-OF-LA,City of Los Angeles,2026-06-23T10:32:41Z
City of Los Angeles,City of Los Angeles,AS4179,161.149.240.0/24,ipv4,arin,assigned,1994-12-16,CITY-OF-LA,City of Los Angeles,2026-06-23T10:32:41Z
City of Los Angeles,City of Los Angeles,AS4179,161.149.40.0/24,ipv4,arin,assigned,1994-12-16,CITY-OF-LA,City of Los Angeles,2026-06-23T10:32:41Z
City of Los Angeles,City of Los Angeles,AS4179,161.149.42.0/24,ipv4,arin,assigned,1994-12-16,CITY-OF-LA,City of Los Angeles,2026-06-23T10:32:41Z
City of Los Angeles,City of Los Angeles,AS4179,161.149.49.0/24,ipv4,arin,assigned,1994-12-16,CITY-OF-LA,City of Los Angeles,2026-06-23T10:32:41Z
City of Los Angeles,City of Los Angeles,AS4179,161.149.51.0/24,ipv4,arin,assigned,1994-12-16,CITY-OF-LA,City of Los Angeles,2026-06-23T10:32:41Z
City of Los Angeles,City of Los Angeles,AS4179,161.149.57.0/24,ipv4,arin,assigned,1994-12-16,CITY-OF-LA,City of Los Angeles,2026-06-23T10:32:41Z
City of Los Angeles,City of Los Angeles,AS4179,161.149.63.0/24,ipv4,arin,assigned,1994-12-16,CITY-OF-LA,City of Los Angeles,2026-06-23T10:32:41Z
City of Los Angeles,City of Los Angeles,AS4179,161.149.64.0/24,ipv4,arin,assigned,1994-12-16,CITY-OF-LA,City of Los Angeles,2026-06-23T10:32:41Z
City of Los Angeles,City of Los Angeles,AS4179,161.149.81.0/24,ipv4,arin,assigned,1994-12-16,CITY-OF-LA,City of Los Angeles,2026-06-23T10:32:41Z
City of Los Angeles,City of Los Angeles,AS4179,161.149.95.0/24,ipv4,arin,assigned,1994-12-16,CITY-OF-LA,City of Los Angeles,2026-06-23T10:32:41Z
City of Memphis,City of Memphis,AS14303,,,arin,assigned,2007-10-15,MEMASN1,City of Memphis,2026-06-23T10:32:41Z
City of Miami,City of Miami,AS47032,199.181.140.0/24,ipv4,arin,assigned,2018-06-26,CITY-OF-MIAMI,City of Miami,2026-06-23T10:32:41Z
City of New Orleans,City of New Orleans,AS62841,72.237.170.0/23,ipv4,arin,assigned,2013-10-23,CITY-OF-NEW-ORLEANS,City of New Orleans,2026-06-23T10:32:41Z
City of New York,City of New York,AS22252,157.188.0.0/16,ipv4,arin,assigned,2001-08-27,AS22252,The City of New York,2026-06-23T10:32:41Z
City of New York,City of New York,AS22252,157.188.0.0/18,ipv4,arin,assigned,2001-08-27,AS22252,The City of New York,2026-06-23T10:32:41Z
City of New York,City of New York,AS22252,157.188.12.0/23,ipv4,arin,assigned,2001-08-27,AS22252,The City of New York,2026-06-23T10:32:41Z
City of New York,City of New York,AS22252,157.188.128.0/19,ipv4,arin,assigned,2001-08-27,AS22252,The City of New York,2026-06-23T10:32:41Z
City of New York,City of New York,AS22252,157.188.192.0/20,ipv4,arin,assigned,2001-08-27,AS22252,The City of New York,2026-06-23T10:32:41Z
City of New York,City of New York,AS22252,157.188.208.0/20,ipv4,arin,assigned,2001-08-27,AS22252,The City of New York,2026-06-23T10:32:41Z
City of New York,City of New York,AS22252,161.185.0.0/16,ipv4,arin,assigned,2001-08-27,AS22252,The City of New York,2026-06-23T10:32:41Z
