abbreviation,agency,asn,prefix,ip_version,rir_registry,rir_status,rir_assigned_date,rir_short_name,rir_description,collected_at
California State University,California State University,AS2152,136.228.176.0/24,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,137.145.0.0/16,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,137.145.10.0/24,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,137.145.130.0/24,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,137.145.133.0/24,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,137.145.148.0/24,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,137.145.150.0/24,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,137.145.160.0/24,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,137.145.161.0/24,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,137.145.165.0/24,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,137.145.166.0/23,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,137.145.168.0/23,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,137.145.17.0/24,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,137.145.170.0/24,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,137.145.171.0/24,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,137.145.172.0/24,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,137.145.176.0/22,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,137.145.180.0/22,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,137.145.184.0/24,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,137.145.187.0/24,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,137.145.189.0/24,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,137.145.190.0/23,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,137.145.196.0/23,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,137.145.199.0/24,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,137.145.20.0/24,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,137.145.203.0/24,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,137.145.21.0/24,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,137.145.22.0/24,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,137.145.224.0/24,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,137.145.23.0/24,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,137.145.230.0/23,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,137.145.232.0/23,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,137.145.234.0/23,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,137.145.236.0/23,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,137.145.238.0/23,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,137.145.240.0/23,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,137.145.34.0/24,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,137.145.35.0/24,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,137.145.36.0/24,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,137.145.40.0/24,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,137.145.7.0/24,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,137.145.96.0/22,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,137.150.0.0/16,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,137.151.0.0/16,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,137.151.252.0/23,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,137.164.0.0/16,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,137.164.100.0/24,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,137.164.115.0/24,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,137.164.116.0/24,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,137.164.117.0/24,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,137.164.144.0/21,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,137.164.152.0/22,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,137.164.156.0/23,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,137.164.158.0/24,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,137.164.16.0/24,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,137.164.18.0/24,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,137.164.181.0/24,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,137.164.182.0/23,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,137.164.184.0/21,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,137.164.192.0/22,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,137.164.196.0/23,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,137.164.198.0/24,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,137.164.199.0/24,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,137.164.20.0/24,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,137.164.200.0/24,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,137.164.201.0/24,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,137.164.202.0/24,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,137.164.22.0/24,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,137.164.23.0/24,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,137.164.232.0/21,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,137.164.24.0/24,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,137.164.241.0/24,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,137.164.242.0/23,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,137.164.244.0/22,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,137.164.248.0/22,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,137.164.252.0/23,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,137.164.254.0/24,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,137.164.29.0/24,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,137.164.30.0/24,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,137.164.31.0/24,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,137.164.32.0/21,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,137.164.36.0/24,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,137.164.40.0/22,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,137.164.48.0/24,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,137.164.49.0/24,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,137.164.63.0/24,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,137.164.78.0/24,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,137.164.79.0/24,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,137.164.80.0/21,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,137.164.80.0/24,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,137.164.84.0/24,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,137.164.88.0/21,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,137.164.94.0/24,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,137.164.98.0/23,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,139.182.0.0/16,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,141.174.90.0/24,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,144.37.0.0/16,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,144.37.0.0/17,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,144.37.128.0/17,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,146.244.0.0/16,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,146.244.148.0/24,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,146.244.150.0/24,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,146.74.92.0/22,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,147.144.0.0/16,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,147.144.0.0/17,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,147.144.128.0/17,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,155.135.0.0/16,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,160.227.0.0/17,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,160.227.128.0/17,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,160.227.129.0/24,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,160.227.130.0/24,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,160.227.20.0/22,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,163.150.244.0/23,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,163.150.246.0/24,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,165.196.0.0/16,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,165.74.16.0/20,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,192.104.166.0/24,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,192.111.213.0/24,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,192.174.2.0/24,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,192.174.3.0/24,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
California State University,California State University,AS2152,192.189.45.0/24,ipv4,arin,assigned,2024-07-08,CENIC-2152,CENIC,2026-06-23T10:32:41Z
