abbreviation,agency,asn,prefix,ip_version,rir_registry,rir_status,rir_assigned_date,rir_short_name,rir_description,collected_at
California Department of Technology,California Department of Technology,AS2642,198.135.224.0/24,ipv4,arin,assigned,1993-05-13,LEG-CA-GOV,California Department of Technology,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,150.176.101.0/24,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,150.176.114.0/24,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,150.176.119.0/24,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,150.176.12.0/24,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,150.176.120.0/23,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,150.176.128.0/24,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,150.176.13.0/24,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,150.176.139.0/24,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,150.176.142.0/24,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,150.176.145.0/24,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,150.176.146.0/24,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,150.176.153.0/24,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,150.176.16.0/24,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,150.176.163.0/24,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,150.176.165.0/24,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,150.176.166.0/24,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,150.176.17.0/24,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,150.176.171.0/24,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,150.176.174.0/24,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,150.176.175.0/24,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,150.176.176.0/24,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,150.176.191.0/24,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,150.176.201.0/24,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,150.176.228.0/24,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,150.176.229.0/24,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,150.176.248.0/24,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,150.176.249.0/24,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,150.176.250.0/24,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,150.176.251.0/24,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,150.176.36.0/24,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,150.176.37.0/24,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,150.176.38.0/24,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,150.176.45.0/24,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,150.176.47.0/24,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,150.176.6.0/24,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,150.176.62.0/24,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,150.176.63.0/24,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,150.176.64.0/24,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,150.176.65.0/24,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,150.176.68.0/24,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,150.176.7.0/24,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,150.176.8.0/22,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,150.176.93.0/24,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,150.176.99.0/24,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,151.190.208.0/24,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,151.190.221.0/24,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,151.190.222.0/24,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,151.190.223.0/24,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,151.190.224.0/24,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,151.190.225.0/24,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,151.190.226.0/24,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,151.190.228.0/24,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,151.190.229.0/24,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,151.190.231.0/24,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,151.190.232.0/24,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,151.190.236.0/22,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,151.190.236.0/24,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,156.75.0.0/16,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,156.75.0.0/17,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,156.75.0.0/24,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,156.75.1.0/24,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,156.75.10.0/24,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,156.75.128.0/18,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,156.75.13.0/24,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,156.75.14.0/24,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,156.75.15.0/24,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,156.75.16.0/21,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,156.75.192.0/19,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,156.75.2.0/24,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,156.75.20.0/24,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,156.75.224.0/20,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,156.75.24.0/23,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,156.75.240.0/22,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,156.75.244.0/23,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,156.75.248.0/21,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,156.75.248.0/22,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,156.75.252.0/24,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,156.75.253.0/24,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,156.75.254.0/24,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,156.75.28.0/23,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,156.75.3.0/24,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,156.75.30.0/24,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,156.75.5.0/24,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,156.75.6.0/24,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,156.75.64.0/24,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,156.75.65.0/24,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,156.75.66.0/24,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,156.75.67.0/24,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,156.75.68.0/24,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,156.75.69.0/24,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,156.75.7.0/24,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,156.75.73.0/24,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,156.75.75.0/24,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,158.229.144.0/21,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,158.229.152.0/22,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,158.229.200.0/24,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,158.229.207.0/24,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,158.229.21.0/24,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,158.229.240.0/24,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,158.229.241.0/24,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,158.229.243.0/24,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,158.229.248.0/24,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,158.229.250.0/24,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,158.229.251.0/24,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,158.229.38.0/24,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,158.229.56.0/22,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,158.229.60.0/24,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,158.229.67.0/24,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,158.229.73.0/24,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,158.229.74.0/24,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,158.229.75.0/24,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,158.229.76.0/24,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,158.229.98.0/23,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,160.130.0.0/16,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,160.130.144.0/24,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,160.130.145.0/24,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,160.130.146.0/24,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
Florida Department of Management Services,Florida Department of Management Services,AS8103,160.130.147.0/24,ipv4,arin,assigned,1997-04-14,STATE-OF-FLA,Florida Department of Management Services - Division of Telecommunications,2026-06-23T07:58:09Z
