abbreviation,agency,asn,prefix,ip_version,rir_registry,rir_status,rir_assigned_date,rir_short_name,rir_description,collected_at
Allegheny Health Network,Allegheny Health Network,AS22255,165.232.231.0/24,ipv4,arin,assigned,2017-02-23,ALLEGHENYHEALTHNETWORK,Allegheny Health Network,2026-06-23T10:32:35Z
Allegheny Health Network,Allegheny Health Network,AS22255,165.232.232.0/21,ipv4,arin,assigned,2017-02-23,ALLEGHENYHEALTHNETWORK,Allegheny Health Network,2026-06-23T10:32:35Z
Allegheny Health Network,Allegheny Health Network,AS22255,165.232.240.0/21,ipv4,arin,assigned,2017-02-23,ALLEGHENYHEALTHNETWORK,Allegheny Health Network,2026-06-23T10:32:35Z
Allegheny Health Network,Allegheny Health Network,AS22255,165.232.248.0/22,ipv4,arin,assigned,2017-02-23,ALLEGHENYHEALTHNETWORK,Allegheny Health Network,2026-06-23T10:32:35Z
Allegheny Health Network,Allegheny Health Network,AS22255,165.232.252.0/23,ipv4,arin,assigned,2017-02-23,ALLEGHENYHEALTHNETWORK,Allegheny Health Network,2026-06-23T10:32:35Z
Allegheny Health Network,Allegheny Health Network,AS22255,165.232.254.0/24,ipv4,arin,assigned,2017-02-23,ALLEGHENYHEALTHNETWORK,Allegheny Health Network,2026-06-23T10:32:35Z
Allegheny Health Network,Allegheny Health Network,AS22255,192.5.7.0/24,ipv4,arin,assigned,2017-02-23,ALLEGHENYHEALTHNETWORK,Allegheny Health Network,2026-06-23T10:32:35Z
Allegheny Health Network,Allegheny Health Network,AS22255,198.200.198.0/24,ipv4,arin,assigned,2017-02-23,ALLEGHENYHEALTHNETWORK,Allegheny Health Network,2026-06-23T10:32:35Z
Allegheny Health Network,Allegheny Health Network,AS22255,198.203.131.0/24,ipv4,arin,assigned,2017-02-23,ALLEGHENYHEALTHNETWORK,Allegheny Health Network,2026-06-23T10:32:35Z
Allegheny Health Network,Allegheny Health Network,AS22255,204.69.181.0/24,ipv4,arin,assigned,2017-02-23,ALLEGHENYHEALTHNETWORK,Allegheny Health Network,2026-06-23T10:32:35Z
Allegheny Health Network,Allegheny Health Network,AS22255,204.69.182.0/24,ipv4,arin,assigned,2017-02-23,ALLEGHENYHEALTHNETWORK,Allegheny Health Network,2026-06-23T10:32:35Z
"Allina Health System, Inc.","Allina Health System, Inc.",AS7800,167.177.0.0/16,ipv4,arin,assigned,1997-01-16,ALLINA-HEALTH-SYSTEM-INC,"Allina Health System, Inc.",2026-06-23T10:32:35Z
"Allina Health System, Inc.","Allina Health System, Inc.",AS7800,167.177.148.0/22,ipv4,arin,assigned,1997-01-16,ALLINA-HEALTH-SYSTEM-INC,"Allina Health System, Inc.",2026-06-23T10:32:35Z
"Allina Health System, Inc.","Allina Health System, Inc.",AS7800,167.177.151.0/24,ipv4,arin,assigned,1997-01-16,ALLINA-HEALTH-SYSTEM-INC,"Allina Health System, Inc.",2026-06-23T10:32:35Z
"Allina Health System, Inc.","Allina Health System, Inc.",AS7800,167.177.182.0/24,ipv4,arin,assigned,1997-01-16,ALLINA-HEALTH-SYSTEM-INC,"Allina Health System, Inc.",2026-06-23T10:32:35Z
"Allina Health System, Inc.","Allina Health System, Inc.",AS7800,198.140.213.0/24,ipv4,arin,assigned,1997-01-16,ALLINA-HEALTH-SYSTEM-INC,"Allina Health System, Inc.",2026-06-23T10:32:35Z
American Hospital Association,American Hospital Association,AS394623,66.220.38.0/24,ipv4,arin,assigned,2015-10-30,AHA-MH-BGP,American Hospital Association,2026-06-23T10:32:35Z
American Hospital Association,American Hospital Association,AS394623,74.80.197.0/24,ipv4,arin,assigned,2015-10-30,AHA-MH-BGP,American Hospital Association,2026-06-23T10:32:35Z
Anderson Hospital,Anderson Hospital,AS396404,207.229.68.0/24,ipv4,arin,assigned,2017-06-01,ANDERSON,Anderson Hospital,2026-06-23T10:32:35Z
Androscoggin Valley Hospital,Androscoggin Valley Hospital,AS54471,216.105.192.0/20,ipv4,arin,assigned,2012-02-27,AVH,Androscoggin Valley Hospital,2026-06-23T10:32:35Z
Ann & Robert H. Lurie Children's Hospital of Chicago,Ann & Robert H. Lurie Children's Hospital of Chicago,AS31770,192.206.211.0/24,ipv4,arin,assigned,2003-12-17,CMMC-I2,Ann & Robert H. Lurie Children's Hospital of Chicago,2026-06-23T10:32:35Z
Ann & Robert H. Lurie Children's Hospital of Chicago,Ann & Robert H. Lurie Children's Hospital of Chicago,AS31770,192.206.212.0/24,ipv4,arin,assigned,2003-12-17,CMMC-I2,Ann & Robert H. Lurie Children's Hospital of Chicago,2026-06-23T10:32:35Z
Ann & Robert H. Lurie Children's Hospital of Chicago,Ann & Robert H. Lurie Children's Hospital of Chicago,AS31770,192.206.216.0/24,ipv4,arin,assigned,2003-12-17,CMMC-I2,Ann & Robert H. Lurie Children's Hospital of Chicago,2026-06-23T10:32:35Z
Ann & Robert H. Lurie Children's Hospital of Chicago,Ann & Robert H. Lurie Children's Hospital of Chicago,AS31770,199.125.16.0/24,ipv4,arin,assigned,2003-12-17,CMMC-I2,Ann & Robert H. Lurie Children's Hospital of Chicago,2026-06-23T10:32:35Z
Ann & Robert H. Lurie Children's Hospital of Chicago,Ann & Robert H. Lurie Children's Hospital of Chicago,AS31770,199.125.17.0/24,ipv4,arin,assigned,2003-12-17,CMMC-I2,Ann & Robert H. Lurie Children's Hospital of Chicago,2026-06-23T10:32:35Z
Ann & Robert H. Lurie Children's Hospital of Chicago,Ann & Robert H. Lurie Children's Hospital of Chicago,AS31770,199.125.18.0/24,ipv4,arin,assigned,2003-12-17,CMMC-I2,Ann & Robert H. Lurie Children's Hospital of Chicago,2026-06-23T10:32:35Z
Ann & Robert H. Lurie Children's Hospital of Chicago,Ann & Robert H. Lurie Children's Hospital of Chicago,AS31770,199.125.20.0/24,ipv4,arin,assigned,2003-12-17,CMMC-I2,Ann & Robert H. Lurie Children's Hospital of Chicago,2026-06-23T10:32:35Z
Ann & Robert H. Lurie Children's Hospital of Chicago,Ann & Robert H. Lurie Children's Hospital of Chicago,AS31770,199.125.30.0/24,ipv4,arin,assigned,2003-12-17,CMMC-I2,Ann & Robert H. Lurie Children's Hospital of Chicago,2026-06-23T10:32:35Z
Ann & Robert H. Lurie Children's Hospital of Chicago,Ann & Robert H. Lurie Children's Hospital of Chicago,AS31770,199.125.31.0/24,ipv4,arin,assigned,2003-12-17,CMMC-I2,Ann & Robert H. Lurie Children's Hospital of Chicago,2026-06-23T10:32:35Z
Arkansas Children's Hospital,Arkansas Children's Hospital,AS401995,64.111.80.0/24,ipv4,arin,assigned,2025-09-18,ACH-ASN-01,Arkansas Children's Hospital,2026-06-23T10:32:35Z
Asante Health System,Asante Health System,AS32511,204.10.244.0/22,ipv4,arin,assigned,2004-05-20,ASANTEHEALTHSYSTEM-1,Asante Health System,2026-06-23T10:32:35Z
Aspen Valley Hospital,Aspen Valley Hospital,AS54493,107.1.179.0/24,ipv4,arin,assigned,2012-03-02,ASPEN-VALLEY-HOSPITAL,Aspen Valley Hospital,2026-06-23T10:32:35Z
Atlantic Health System,Atlantic Health System,AS36011,198.140.183.0/24,ipv4,arin,assigned,2005-07-26,AHSYS-ASN,Atlantic Health System,2026-06-23T10:32:35Z
Atlantic Health System,Atlantic Health System,AS36011,198.140.184.0/24,ipv4,arin,assigned,2005-07-26,AHSYS-ASN,Atlantic Health System,2026-06-23T10:32:35Z
Atlanticare Health System Inc.,Atlanticare Health System Inc.,AS63193,192.68.149.0/24,ipv4,arin,assigned,2014-09-05,AHS,Atlanticare Health System Inc.,2026-06-23T10:32:35Z
BANNER HEALTH,BANNER HEALTH,AS14851,206.213.24.0/21,ipv4,arin,assigned,2007-06-27,BANNER-HEALTH-ARIZONA,BANNER HEALTH,2026-06-23T10:32:35Z
BANNER HEALTH,BANNER HEALTH,AS14851,206.213.25.0/24,ipv4,arin,assigned,2007-06-27,BANNER-HEALTH-ARIZONA,BANNER HEALTH,2026-06-23T10:32:35Z
BANNER HEALTH,BANNER HEALTH,AS14851,206.213.26.0/24,ipv4,arin,assigned,2007-06-27,BANNER-HEALTH-ARIZONA,BANNER HEALTH,2026-06-23T10:32:35Z
BANNER HEALTH,BANNER HEALTH,AS14851,206.213.27.0/24,ipv4,arin,assigned,2007-06-27,BANNER-HEALTH-ARIZONA,BANNER HEALTH,2026-06-23T10:32:35Z
BANNER HEALTH,BANNER HEALTH,AS14851,206.213.40.0/21,ipv4,arin,assigned,2007-06-27,BANNER-HEALTH-ARIZONA,BANNER HEALTH,2026-06-23T10:32:35Z
BANNER HEALTH,BANNER HEALTH,AS14851,206.213.41.0/24,ipv4,arin,assigned,2007-06-27,BANNER-HEALTH-ARIZONA,BANNER HEALTH,2026-06-23T10:32:35Z
BANNER HEALTH,BANNER HEALTH,AS14851,206.213.43.0/24,ipv4,arin,assigned,2007-06-27,BANNER-HEALTH-ARIZONA,BANNER HEALTH,2026-06-23T10:32:35Z
BANNER HEALTH,BANNER HEALTH,AS14851,206.213.44.0/24,ipv4,arin,assigned,2007-06-27,BANNER-HEALTH-ARIZONA,BANNER HEALTH,2026-06-23T10:32:35Z
BANNER HEALTH,BANNER HEALTH,AS14851,206.213.62.0/23,ipv4,arin,assigned,2007-06-27,BANNER-HEALTH-ARIZONA,BANNER HEALTH,2026-06-23T10:32:35Z
BANNER HEALTH,BANNER HEALTH,AS14851,206.213.62.0/24,ipv4,arin,assigned,2007-06-27,BANNER-HEALTH-ARIZONA,BANNER HEALTH,2026-06-23T10:32:35Z
BANNER HEALTH,BANNER HEALTH,AS14851,206.213.63.0/24,ipv4,arin,assigned,2007-06-27,BANNER-HEALTH-ARIZONA,BANNER HEALTH,2026-06-23T10:32:35Z
BARRETT HOSPITAL AND HEALHCARE,BARRETT HOSPITAL AND HEALHCARE,AS62817,47.45.40.0/24,ipv4,arin,assigned,2013-09-26,BARRETTHOSPITAL,BARRETT HOSPITAL AND HEALHCARE,2026-06-23T10:32:35Z
"BAXTER COUNTY REGIONAL HOSPITAL, INC","BAXTER COUNTY REGIONAL HOSPITAL, INC",AS63481,192.147.70.0/24,ipv4,arin,assigned,2015-04-16,BCRH,"BAXTER COUNTY REGIONAL HOSPITAL, INC",2026-06-23T10:32:35Z
"BAXTER COUNTY REGIONAL HOSPITAL, INC","BAXTER COUNTY REGIONAL HOSPITAL, INC",AS63481,192.147.71.0/24,ipv4,arin,assigned,2015-04-16,BCRH,"BAXTER COUNTY REGIONAL HOSPITAL, INC",2026-06-23T10:32:35Z
BJC HEALTH SYSTEM,BJC HEALTH SYSTEM,AS2705,159.251.0.0/16,ipv4,arin,assigned,1993-06-23,BJCHE-1,BJC HEALTH SYSTEM,2026-06-23T10:32:35Z
BRISTOL HOSPITAL INCORPORATED,BRISTOL HOSPITAL INCORPORATED,AS394802,170.163.40.0/22,ipv4,arin,assigned,2017-03-28,BRISTOLHOSPITAL,BRISTOL HOSPITAL INCORPORATED,2026-06-23T10:32:35Z
BRISTOL HOSPITAL INCORPORATED,BRISTOL HOSPITAL INCORPORATED,AS394802,170.163.40.0/24,ipv4,arin,assigned,2017-03-28,BRISTOLHOSPITAL,BRISTOL HOSPITAL INCORPORATED,2026-06-23T10:32:35Z
BRISTOL HOSPITAL INCORPORATED,BRISTOL HOSPITAL INCORPORATED,AS394802,170.163.41.0/24,ipv4,arin,assigned,2017-03-28,BRISTOLHOSPITAL,BRISTOL HOSPITAL INCORPORATED,2026-06-23T10:32:35Z
BRISTOL HOSPITAL INCORPORATED,BRISTOL HOSPITAL INCORPORATED,AS394802,170.163.42.0/24,ipv4,arin,assigned,2017-03-28,BRISTOLHOSPITAL,BRISTOL HOSPITAL INCORPORATED,2026-06-23T10:32:35Z
BROADLAWNS MEDICAL CENTER,BROADLAWNS MEDICAL CENTER,AS54150,65.127.135.0/24,ipv4,arin,assigned,2011-10-13,BMC-LE,BROADLAWNS MEDICAL CENTER,2026-06-23T10:32:35Z
Baptist Health System,Baptist Health System,AS36174,192.251.111.0/24,ipv4,arin,assigned,2005-09-27,BAPTISTHEALTH,Baptist Health System,2026-06-23T10:32:35Z
Baptist Health System of Alabama,Baptist Health System of Alabama,AS26781,50.58.250.0/24,ipv4,arin,assigned,2014-01-21,BHSALA,Baptist Health System of Alabama,2026-06-23T10:32:35Z
Baptist Healthcare System,Baptist Healthcare System,AS31801,198.181.249.0/24,ipv4,arin,assigned,2003-12-23,BHS-NET-LOU,Baptist Healthcare System,2026-06-23T10:32:35Z
Baptist Healthcare System,Baptist Healthcare System,AS31801,199.180.17.0/24,ipv4,arin,assigned,2003-12-23,BHS-NET-LOU,Baptist Healthcare System,2026-06-23T10:32:35Z
Baptist Healthcare System,Baptist Healthcare System,AS31801,199.180.18.0/24,ipv4,arin,assigned,2003-12-23,BHS-NET-LOU,Baptist Healthcare System,2026-06-23T10:32:35Z
Baptist Healthcare System,Baptist Healthcare System,AS31801,199.180.19.0/24,ipv4,arin,assigned,2003-12-23,BHS-NET-LOU,Baptist Healthcare System,2026-06-23T10:32:35Z
Baptist Healthcare System,Baptist Healthcare System,AS31801,199.180.20.0/24,ipv4,arin,assigned,2003-12-23,BHS-NET-LOU,Baptist Healthcare System,2026-06-23T10:32:35Z
Baptist Healthcare System,Baptist Healthcare System,AS31801,199.180.23.0/24,ipv4,arin,assigned,2003-12-23,BHS-NET-LOU,Baptist Healthcare System,2026-06-23T10:32:35Z
Baptist Healthcare System,Baptist Healthcare System,AS31801,199.180.24.0/24,ipv4,arin,assigned,2003-12-23,BHS-NET-LOU,Baptist Healthcare System,2026-06-23T10:32:35Z
Baptist Healthcare System,Baptist Healthcare System,AS31801,199.180.25.0/24,ipv4,arin,assigned,2003-12-23,BHS-NET-LOU,Baptist Healthcare System,2026-06-23T10:32:35Z
Bartlett Regional Hospital,Bartlett Regional Hospital,AS33751,199.116.8.0/21,ipv4,arin,assigned,2009-03-12,BRH,Bartlett Regional Hospital,2026-06-23T10:32:35Z
Bassett Medical Center,Bassett Medical Center,AS46391,198.135.202.0/24,ipv4,arin,assigned,2018-03-08,AS46391,Bassett Medical Center,2026-06-23T10:32:35Z
"Baycare Health System, Inc.","Baycare Health System, Inc.",AS53858,204.76.134.0/23,ipv4,arin,assigned,2011-07-15,BAYCARE-HEALTH-SYSTEM,"Baycare Health System, Inc.",2026-06-23T10:32:35Z
"Bayhealth Medical Center, Inc.","Bayhealth Medical Center, Inc.",AS401509,198.148.205.0/24,ipv4,arin,assigned,2024-11-22,BAYHEALTH-MEDICAL-CENTER-INC,"Bayhealth Medical Center, Inc.",2026-06-23T10:32:35Z
Baylor Health Care System,Baylor Health Care System,AS20467,205.203.34.0/24,ipv4,arin,assigned,2001-05-11,SW-ORG-AS,Baylor Health Care System,2026-06-23T10:32:35Z
Baylor Health Care System,Baylor Health Care System,AS20467,205.203.38.0/24,ipv4,arin,assigned,2001-05-11,SW-ORG-AS,Baylor Health Care System,2026-06-23T10:32:35Z
Baylor Health Care System,Baylor Health Care System,AS20467,205.203.44.0/24,ipv4,arin,assigned,2001-05-11,SW-ORG-AS,Baylor Health Care System,2026-06-23T10:32:35Z
Baylor Health Care System,Baylor Health Care System,AS20467,205.203.52.0/24,ipv4,arin,assigned,2001-05-11,SW-ORG-AS,Baylor Health Care System,2026-06-23T10:32:35Z
Baylor Health Care System,Baylor Health Care System,AS20467,205.203.58.0/24,ipv4,arin,assigned,2001-05-11,SW-ORG-AS,Baylor Health Care System,2026-06-23T10:32:35Z
Baylor Health Care System,Baylor Health Care System,AS20467,205.203.60.0/24,ipv4,arin,assigned,2001-05-11,SW-ORG-AS,Baylor Health Care System,2026-06-23T10:32:35Z
Baylor Health Care System,Baylor Health Care System,AS20467,205.203.62.0/24,ipv4,arin,assigned,2001-05-11,SW-ORG-AS,Baylor Health Care System,2026-06-23T10:32:35Z
Baylor Health Care System,Baylor Health Care System,AS20467,205.203.63.0/24,ipv4,arin,assigned,2001-05-11,SW-ORG-AS,Baylor Health Care System,2026-06-23T10:32:35Z
Baylor Health Care System,Baylor Health Care System,AS40910,198.205.16.0/20,ipv4,arin,assigned,2008-05-16,BAYLOR,Baylor Health Care System,2026-06-23T10:32:35Z
Baylor Health Care System,Baylor Health Care System,AS40910,198.205.24.0/21,ipv4,arin,assigned,2008-05-16,BAYLOR,Baylor Health Care System,2026-06-23T10:32:35Z
Baylor Health Care System,Baylor Health Care System,AS40910,199.119.25.0/24,ipv4,arin,assigned,2008-05-16,BAYLOR,Baylor Health Care System,2026-06-23T10:32:35Z
"Beacon Health System, Inc.","Beacon Health System, Inc.",AS394283,162.142.0.0/22,ipv4,arin,assigned,2015-07-29,BEACON-HEALTH-SYSTEM,"Beacon Health System, Inc.",2026-06-23T10:32:35Z
"Beacon Health System, Inc.","Beacon Health System, Inc.",AS394283,162.142.4.0/22,ipv4,arin,assigned,2015-07-29,BEACON-HEALTH-SYSTEM,"Beacon Health System, Inc.",2026-06-23T10:32:35Z
"Beatrice Community Hospital and Health Center, Inc.","Beatrice Community Hospital and Health Center, Inc.",AS393270,,,arin,assigned,2013-09-12,AS-BCHHC,"Beatrice Community Hospital and Health Center, Inc.",2026-06-23T10:32:35Z
Beebe Medical Center Inc.,Beebe Medical Center Inc.,AS46624,216.158.0.0/24,ipv4,arin,assigned,2008-10-29,BEEBE-MEDICAL-CENTER,Beebe Medical Center Inc.,2026-06-23T10:32:35Z
"Bellin Memorial Hospital, Inc.","Bellin Memorial Hospital, Inc.",AS399071,149.19.0.0/23,ipv4,arin,assigned,2020-12-01,BELLIN-MEMORIAL-HOSPITAL,"Bellin Memorial Hospital, Inc.",2026-06-23T10:32:35Z
"Bellin Memorial Hospital, Inc.","Bellin Memorial Hospital, Inc.",AS399071,149.19.0.0/24,ipv4,arin,assigned,2020-12-01,BELLIN-MEMORIAL-HOSPITAL,"Bellin Memorial Hospital, Inc.",2026-06-23T10:32:35Z
"Bellin Memorial Hospital, Inc.","Bellin Memorial Hospital, Inc.",AS399071,149.19.1.0/24,ipv4,arin,assigned,2020-12-01,BELLIN-MEMORIAL-HOSPITAL,"Bellin Memorial Hospital, Inc.",2026-06-23T10:32:35Z
"Beloit Health System, Inc.","Beloit Health System, Inc.",AS395286,24.240.147.0/24,ipv4,arin,assigned,2016-06-16,BELOITHEALTHSYSTEM,"Beloit Health System, Inc.",2026-06-23T10:32:35Z
Benefis Health System,Benefis Health System,AS395251,208.66.104.0/22,ipv4,arin,assigned,2016-06-07,BHS-MT,Benefis Health System,2026-06-23T10:32:35Z
Benefis Health System,Benefis Health System,AS395251,208.66.104.0/24,ipv4,arin,assigned,2016-06-07,BHS-MT,Benefis Health System,2026-06-23T10:32:35Z
Benefis Health System,Benefis Health System,AS395251,208.66.105.0/24,ipv4,arin,assigned,2016-06-07,BHS-MT,Benefis Health System,2026-06-23T10:32:35Z
Benefis Health System,Benefis Health System,AS395251,208.66.106.0/24,ipv4,arin,assigned,2016-06-07,BHS-MT,Benefis Health System,2026-06-23T10:32:35Z
Benefis Health System,Benefis Health System,AS395251,208.66.107.0/24,ipv4,arin,assigned,2016-06-07,BHS-MT,Benefis Health System,2026-06-23T10:32:35Z
Benefis Health System,Benefis Health System,AS395251,65.19.224.0/22,ipv4,arin,assigned,2016-06-07,BHS-MT,Benefis Health System,2026-06-23T10:32:35Z
Benefis Health System,Benefis Health System,AS395251,65.19.237.0/24,ipv4,arin,assigned,2016-06-07,BHS-MT,Benefis Health System,2026-06-23T10:32:35Z
Beth Israel Deaconess Medical Center,Beth Israel Deaconess Medical Center,AS26186,,,arin,assigned,2020-02-27,BIDMC-1,Beth Israel Deaconess Medical Center,2026-06-23T10:32:35Z
Bingham Memorial Hospital,Bingham Memorial Hospital,AS401983,161.108.211.0/24,ipv4,arin,assigned,2025-09-15,BINGHAM-MEMORIAL-HOSPITAL,Bingham Memorial Hospital,2026-06-23T10:32:35Z
Blessing Hospital,Blessing Hospital,AS16856,74.123.64.0/24,ipv4,arin,assigned,2010-02-22,BLESSING-HEALTH-SYSTEM-AS,Blessing Hospital,2026-06-23T10:32:35Z
