domain,seen_in_common_name,seen_in_name_value,certificate_count,issuer_count,earliest_seen,latest_expiry,certificate_ids,issuers
eisavpn.cbp.gov,No,Yes,36,2,2025-09-21T00:00:00,2026-09-22T23:59:59,24760249011;24760208579;22646100500;24746673260;21204032748;22441660634;21974901178;22240738774;22418073812;23058097464;23764632024;24922549761;22543193739;24922511990;24746718449;24520217806;22646084940;24616747173;21166901885;22418054317;22441677488;24520174904;22543159195;21254519361;21166729553;24943014306;24760283582;24616796257;21209045308;24899988271;24540764352;23764672054;21209054120;21974682909;24899940204;24540793480,"C=US, O=DigiCert Inc, CN=DigiCert Global G3 TLS ECC SHA384 2020 CA1;C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1"
enroll.recruiting.cbp.gov,No,Yes,2,1,2025-10-21T00:00:00,2026-10-23T23:59:59,21885448362;21974683208,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=GeoTrust TLS RSA CA G1"
erulings.cbp.gov,No,Yes,2,1,2025-10-21T00:00:00,2026-10-23T23:59:59,21885448362;21974683208,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=GeoTrust TLS RSA CA G1"
flallegation.cbp.gov,No,Yes,36,2,2025-09-21T00:00:00,2026-09-22T23:59:59,24760249011;24760208579;22646100500;24746673260;21204032748;22441660634;21974901178;22240738774;22418073812;23058097464;23764632024;24922549761;22543193739;24922511990;24746718449;24520217806;22646084940;24616747173;21166901885;22418054317;22441677488;24520174904;22543159195;21254519361;21166729553;24943014306;24760283582;24616796257;21209045308;24899988271;24540764352;23764672054;21209054120;21974682909;24899940204;24540793480,"C=US, O=DigiCert Inc, CN=DigiCert Global G3 TLS ECC SHA384 2020 CA1;C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1"
flportal.cbp.gov,No,Yes,36,2,2025-09-21T00:00:00,2026-09-22T23:59:59,24760249011;24760208579;22646100500;24746673260;21204032748;22441660634;21974901178;22240738774;22418073812;23058097464;23764632024;24922549761;22543193739;24922511990;24746718449;24520217806;22646084940;24616747173;21166901885;22418054317;22441677488;24520174904;22543159195;21254519361;21166729553;24943014306;24760283582;24616796257;21209045308;24899988271;24540764352;23764672054;21209054120;21974682909;24899940204;24540793480,"C=US, O=DigiCert Inc, CN=DigiCert Global G3 TLS ECC SHA384 2020 CA1;C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1"
help.cbp.gov,No,Yes,2,1,2025-10-21T00:00:00,2026-10-23T23:59:59,21885448362;21974683208,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=GeoTrust TLS RSA CA G1"
helpspanish.cbp.gov,No,Yes,2,1,2025-10-21T00:00:00,2026-10-23T23:59:59,21885448362;21974683208,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=GeoTrust TLS RSA CA G1"
iprr.cbp.gov,No,Yes,6,2,2026-04-18T00:00:00,2026-12-20T23:59:59,26157198216;25562446938;25562479521;26916527129;26916504600;27397153120,"C=US, O=DigiCert Inc, CN=DigiCert Global G3 TLS ECC SHA384 2020 CA1;C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1"
iprs.cbp.gov,No,Yes,6,2,2026-04-18T00:00:00,2026-12-20T23:59:59,26157198216;25562446938;25562479521;26916527129;26916504600;27397153120,"C=US, O=DigiCert Inc, CN=DigiCert Global G3 TLS ECC SHA384 2020 CA1;C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1"
join.cbp.gov,No,Yes,14,2,2026-02-20T00:00:00,2026-09-22T23:59:59,24616796257;24922549761;24899988271;24922511990;24760249011;24760208579;24746673260;24540764352;24746718449;24540793480;24616747173;24899940204;24943014306;24760283582,"C=US, O=DigiCert Inc, CN=DigiCert Global G3 TLS ECC SHA384 2020 CA1;C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1"
labs.cbp.gov,No,Yes,36,2,2025-09-21T00:00:00,2026-09-22T23:59:59,24760249011;24760208579;22646100500;24746673260;21204032748;22441660634;21974901178;22240738774;22418073812;23058097464;23764632024;24922549761;22543193739;24922511990;24746718449;24520217806;22646084940;24616747173;21166901885;22418054317;22441677488;24520174904;22543159195;21254519361;21166729553;24943014306;24760283582;24616796257;21209045308;24899988271;24540764352;23764672054;21209054120;21974682909;24899940204;24540793480,"C=US, O=DigiCert Inc, CN=DigiCert Global G3 TLS ECC SHA384 2020 CA1;C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1"
login.cbp.gov,No,Yes,2,1,2025-10-21T00:00:00,2026-10-23T23:59:59,21885448362;21974683208,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=GeoTrust TLS RSA CA G1"
myapplication-uat.cbp.gov,No,Yes,36,2,2025-09-21T00:00:00,2026-09-22T23:59:59,24760249011;24760208579;22646100500;24746673260;21204032748;22441660634;21974901178;22240738774;22418073812;23058097464;23764632024;24922549761;22543193739;24922511990;24746718449;24520217806;22646084940;24616747173;21166901885;22418054317;22441677488;24520174904;22543159195;21254519361;21166729553;24943014306;24760283582;24616796257;21209045308;24899988271;24540764352;23764672054;21209054120;21974682909;24899940204;24540793480,"C=US, O=DigiCert Inc, CN=DigiCert Global G3 TLS ECC SHA384 2020 CA1;C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1"
myapplication.cbp.gov,No,Yes,2,1,2025-10-21T00:00:00,2026-10-23T23:59:59,21885448362;21974683208,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=GeoTrust TLS RSA CA G1"
outreach.cbp.gov,No,Yes,2,1,2025-10-21T00:00:00,2026-10-23T23:59:59,21885448362;21974683208,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=GeoTrust TLS RSA CA G1"
preview.cbp.gov,No,Yes,2,1,2025-12-28T00:00:00,2027-01-05T23:59:59,24468746892;23407564939,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=GeoTrust TLS RSA CA G1"
preview.dhs.gov,Yes,No,2,1,2025-12-28T00:00:00,2027-01-05T23:59:59,24468746892;23407564939,"C=US, O=DigiCert Inc, OU=www.digicert.com, CN=GeoTrust TLS RSA CA G1"
publicstats.cbp.gov,No,Yes,8,3,2025-10-23T00:00:00,2026-12-20T23:59:59,26157198216;25562446938;25562479521;21943785773;26916527129;26916504600;27397153120;21943760406,"C=US, O=DigiCert Inc, CN=DigiCert Global G3 TLS ECC SHA384 2020 CA1;C=US, O=DigiCert Inc, CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1;C=GB, O=Sectigo Limited, CN=Sectigo Public Server Authentication CA OV R36"
rsp-prod.cbp.gov,No,Yes,2,1,2026-02-09T00:00:00,2027-02-09T23:59:59,24293514475;24293513589,"C=GB, O=Sectigo Limited, CN=Sectigo Public Server Authentication CA OV R36"
rsp-public-service.cbp.gov,Yes,Yes,2,1,2026-02-09T00:00:00,2027-02-09T23:59:59,24293514475;24293513589,"C=GB, O=Sectigo Limited, CN=Sectigo Public Server Authentication CA OV R36"
